RecNo,ExtractedBy,Author,Year,FocalSpC,FocalSpL,MultiplePred,PredSpC,PredSpL,PredGuild,Setting,Treatment,Season,Design,TreatmentDuration,ResponsePeriod,ControlType,Sex,Age,N,Nobs,NTreat,Ncontrol,SubjectID,ResponseID,Type,Category,SubCategory,ResponseDetails,Direction,d,l_95,u_95,v,Calculation,Beta (estimate),l95CI,U95CI,SE,t,T,Z,F,X2,H,U,p,Details
724,KJM,Noguera,2019,Yellow-legged gull,Larus michahellis,N,American mink,Neovison vison,Mammal,Field,A,breeding,among,days,after,Blank,both,E,49,49,24,25,112,210,LifeHistory,Phenology,DevelopmentTiming,development rate: time to hatching,1,0.4823,-0.0859,1.0505,0.084041,Fig 2,,,,,,,,4.8,,,,0.036,
724,KJM,Noguera,2019,Yellow-legged gull,Larus michahellis,N,American mink,Neovison vison,Mammal,Field,A,breeding,among,days,after,Blank,both,E,44,44,22,22,112,211,Physiology,Condition,Hormones,plasma costicosterone,1,0.6193,0.0144,1.2243,0.095268,Fig 2,,,,,,,,,,,,,
724,KJM,Noguera,2019,Yellow-legged gull,Larus michahellis,N,American mink,Neovison vison,Mammal,Field,A,breeding,among,days,after,Blank,both,E,39,39,20,19,112,212,Behaviour,AntiPredator,Avoidance,antipredator response: time to crouch,-1,-0.7474,-1.3968,-0.098,0.11,Fig 2,,,,,,,,,,,,,
724,KJM,Noguera,2019,Yellow-legged gull,Larus michahellis,N,American mink,Neovison vison,Mammal,Field,A,breeding,among,days,after,Blank,both,E,40,40,20,20,112,213,Physiology,Condition,Growth,tarsus length,1,-0.3599,-0.9847,0.2649,0.101619,Fig 3,,,,,,,,,,,,,
192,KJM,Noguera-JEB,2019,Yellow-legged gull,Larus michahellis,NS,,,NS,Field,A,breeding,among,days,after,NonPred,both,E,71,71,36,35,113,214,LifeHistory,Phenology,DevelopmentTiming,development rate: time to hatching,1,0.3766,-0.0928,0.846,0.0573,text,,,,,,,,2.517,,,,0.117,
192,KJM,Noguera-JEB,2019,Yellow-legged gull,Larus michahellis,NS,,,NS,Field,A,breeding,among,days,after,NonPred,both,E,71,71,36,35,113,215,Physiology,Condition,Hormones,basal corticosterone,1,0.4468,-0.0243,0.9178,0.0578,text,,,,,,,,3.542,,,,0.064,
192,KJM,Noguera-JEB,2019,Yellow-legged gull,Larus michahellis,NS,,,NS,Field,A,breeding,among,days,after,NonPred,both,E,73,73,38,35,113,216,LifeHistory,Phenology,DevelopmentTiming,rate of ageing: telomere length,-1,-0.5511,-1.0189,-0.0833,0.057,esm table 3,,,,,,,,5.534,,,,0.037,
192,KJM,Noguera-JEB,2019,Yellow-legged gull,Larus michahellis,NS,,,NS,Field,A,breeding,among,days,after,NonPred,both,E,76,76,39,37,113,217,Physiology,Condition,Growth,body mass (g),1,0.4378,-0.0173,0.893,0.0539,esm table 3,,,,,,,,3.64,,,,0.104,
395,KJM,Eggers,2005,Siberian jay,Perisoreus infaustus,Y,,,Bird,Field,A,breeding,within,3 days,during,Blank,both,A,7,14,7,7,114,218,Behaviour,ParentalCare,Provisioning,provisioning rate (provisioning events per hour),1,0.1008,-0.368,0.5697,0.0572,"Figure 4, ES calcultor with subgroups",,,,,,,,,,,,,
198,KJM,Krams,2001,Common chaffinch,Fringilla coelebs,N,sparrowhawk,Accipiter nisus,Bird,Field,V,breeding,within,seconds,after,Blank,M,A,32,64,32,32,115,219,Behaviour,AntiPredator,Avoidance,habitat choice: change in perch height,-1,-1.2874,-1.8257,-0.749,0.075448,means and se from text,,,,,,,,,,,,,
198,KJM,Krams,2001,Common chaffinch,Fringilla coelebs,N,sparrowhawk,Accipiter nisus,Bird,Field,V,breeding,within,seconds,after,Blank,M,A,32,64,32,32,116,219,Behaviour,AntiPredator,Avoidance,habitat choice: change in perch height,-1,0.1062,-0.4003,0.6126,0.066761,means and se from text,,,,,,,,,,,,,
84,KJM,Grunst,2014,Yellow warbler,Setophaga petechia,N,Sharp-shinned Hawk,Accipiter striatus,Bird,Field,AV,breeding,within,1.5 hours,after,NonPred,M,A,45,90,45,45,117,220,Behaviour,ParentalCare,Provisioning,provisioning rate (provisioning events per hour),1,-2.0419,-2.5515,-1.5323,0.067608,means and se from figure 1,,,,,,,,,,,,,
84,KJM,Grunst,2014,Yellow warbler,Setophaga petechia,N,Sharp-shinned Hawk,Accipiter striatus,Bird,Field,AV,breeding,within,1.5 hours,after,blank,M,A,45,90,45,45,117,220,Behaviour,ParentalCare,Provisioning,provisioning rate (provisioning events per hour),1,-1.9464,-2.448,-1.4449,0.065492,means and se from figure 1,,,,,,,,,,,,,
84,KJM,Grunst,2014,Yellow warbler,Setophaga petechia,N,Sharp-shinned Hawk,Accipiter striatus,Bird,Field,AV,breeding,within,1.5 hours,after,NonPred,F,A,45,90,45,45,117,220,Behaviour,ParentalCare,Provisioning,provisioning rate (provisioning events per hour),1,-1.3967,-1.8575,-0.9358,0.055281,means and se from figure 1,,,,,,,,,,,,,
84,KJM,Grunst,2014,Yellow warbler,Setophaga petechia,N,Sharp-shinned Hawk,Accipiter striatus,Bird,Field,AV,breeding,within,1.5 hours,after,blank,F,A,45,90,45,45,117,220,Behaviour,ParentalCare,Provisioning,provisioning rate (provisioning events per hour),1,-1.5278,-1.9974,-1.0581,0.057412,means and se from figure 1,,,,,,,,,,,,,
34/906,KJM,Hallinger,2020,Tree swallow,Tachycineta bicolor,Y,,,mixed,Field,V,breeding,among,weeks,after,NonPred,both,N,109,109,51,58,118,221,Physiology,Condition,Growth,structural body size,1,0.13,-0.25,0.5,,direct from raw data,,,,,,,,,,,,,assumed half of young were EPP (total 109)
34/906,KJM,Hallinger,2020,Tree swallow,Tachycineta bicolor,Y,,,mixed,Field,V,breeding,among,weeks,after,NonPred,both,N,109,109,51,58,118,221,Physiology,Condition,Growth,"growth (change in body mass, g)",1,0.27,-0.11,0.65,,direct from raw data,,,,,,,,,,,,,assumed half of young were EPP (total 109)
34/906,KJM,Hallinger,2020,Tree swallow,Tachycineta bicolor,Y,,,mixed,Field,V,breeding,among,weeks,after,NonPred,both,N,74,74,33,41,118,222,Physiology,Condition,Hormones,baseline CORT,1,-0.13,-0.53,0.33,,direct from raw data,,,,,,,,,,,,,
34/906,KJM,Hallinger,2020,Tree swallow,Tachycineta bicolor,Y,,,mixed,Field,V,breeding,among,weeks,after,NonPred,both,N,77,77,37,40,118,222,Physiology,Condition,Hormones,stress CORT,1,0.05,-0.4,0.5,,direct from raw data,,,,,,,,,,,,,
34/906,KJM,Hallinger,2020,Tree swallow,Tachycineta bicolor,Y,,,mixed,Field,V,breeding,among,weeks,after,NonPred,F,A,114,114,68,66,119,222,Physiology,Condition,Hormones,baseline CORT,1,-0.07,-0.65,0.52,,direct from raw data,,,,,,,,,,,,,
34/906,KJM,Hallinger,2020,Tree swallow,Tachycineta bicolor,Y,,,mixed,Field,V,breeding,among,weeks,after,NonPred,F,A,119,119,68,66,119,222,Physiology,Condition,Hormones,stress CORT,1,0.09,-0.27,0.45,,direct from raw data,,,,,,,,,,,,,
34/906,KJM,Hallinger,2020,Tree swallow,Tachycineta bicolor,Y,,,mixed,Field,V,breeding,among,weeks,after,NonPred,M,A,46,46,21,25,119,222,Physiology,Condition,Hormones,baseline CORT,1,-0.55,-1.14,0.06,,direct from raw data,,,,,,,,,,,,,
34/906,KJM,Hallinger,2020,Tree swallow,Tachycineta bicolor,Y,,,mixed,Field,V,breeding,among,weeks,after,NonPred,M,A,45,45,21,24,119,222,Physiology,Condition,Hormones,stress CORT,1,-0.07,-0.65,0.52,,direct from raw data,,,,,,,,,,,,,
34/906,KJM,Hallinger,2020,Tree swallow,Tachycineta bicolor,Y,,,mixed,Field,V,breeding,among,weeks,after,NonPred,both,A,32,32,14,18,119,223,Behaviour,ParentalCare,Provisioning,provisioning,1,-0.49,-1.2,0.23,,direct from raw data,,,,,,,,,,,,,
34/906,KJM,Hallinger,2020,Tree swallow,Tachycineta bicolor,Y,,,mixed,Field,V,breeding,among,weeks,after,NonPred,F,A,58,58,30,28,119,224,LifeHistory,Phenology,LayDate,lay date after treatment,1,0.13,-0.38,0.65,,direct from raw data,,,,,,,,,,,,,
201,KJM,Possenti,2019,Yellow-legged gull,Larus michahellis,y,,,mixed,Field,V,breeding,among,15 days during period prior to egg laying,after,disturbance,F,A,69,69,36,33,120,225,LifeHistory,reproduction,ClutchSize,clutch size,1,0.118,,,,presented in table 1,,,,,,,,0.04,,,,0.837,
201,KJM,Possenti,2019,Yellow-legged gull,Larus michahellis,y,,,mixed,Field,V,breeding,among,15 days during period prior to egg laying,after,disturbance,F,A,193,193,101,93,120,225,LifeHistory,reproduction,EggSize,egg mass,1,0.249,,,,presented in table 1,,,,,,,,10.75,,,,0.001,
201,KJM,Possenti,2019,Yellow-legged gull,Larus michahellis,y,,,mixed,Field,V,breeding,among,15 days during period prior to egg laying,after,disturbance,F,A,48,48,25,23,120,226,Physiology,Condition,Hormones,corticosterone concentration in first egg,1,-0.09,,,,presented in table 1,,,,,,,,0.12,,,,0.732,
201,KJM,Possenti,2019,Yellow-legged gull,Larus michahellis,y,,,mixed,Field,V,breeding,among,15 days during period prior to egg laying,after,disturbance,F,A,49,49,25,24,120,226,Physiology,Condition,Hormones,testosterone concentration in first egg,1,0.03,,,,presented in table 1,,,,,,,,0.01,,,,0.907,
600,KJM,Randler,2006,Eurasian coot,Fulica atra,NS,,,NS,Field,A,non-breeding,among,minutes,during,NonPred,both,A,28,28,18,10,121,227,Behaviour,AntiPredator,Vigilance,time spent vigilant,1,1.5698,0.6942,2.4453,0.199558,"Fig 1, ES calculator",,,,,,,,,,,,,
600,KJM,Randler,2006,Eurasian coot,Fulica atra,NS,,,NS,Field,A,non-breeding,among,minutes,after,NonPred,both,A,28,28,18,10,121,227,Behaviour,AntiPredator,Vigilance,time spent vigilant,1,0.733,-0.0635,1.5295,0.16515,"Fig 1, ES calculator",,,,,,,,,,,,,
80,KJM,Sternalski,2010,Marsh harrier,Circus aeruginosus,N,fox,Vulpes vulpes,Mammal,Field,V,non-breeding,among,minutes,during,NonPred,both,A,83,83,66,17,122,228,Behaviour,AntiPredator,Mobbing,mobbing call to recruit conspecifics,1,0.6617,0.1062,1.2172,0.0803,"Fig 2, ES calculator",,,,,,,,,,,,,
80,KJM,Sternalski,2010,Marsh harrier,Circus aeruginosus,N,fox,Vulpes vulpes,Mammal,Field,V,non-breeding,among,minutes,during,NonPred,both,A,83,83,66,17,122,228,Behaviour,AntiPredator,Mobbing,recruitment of conspecifics,1,0.611,0.0569,1.1651,0.0799,"Fig 2, ES calculator",,,,,,,,,,,,,
184,KJM,Szymkowiak,2019,Wood warbler,Phylloscopus sibilatrix,N,Eurasian jay,Garrulus glandarius,Bird,Field,A,breeding,among,2 months,after,NonPred,both,A,10,10,5,5,123,229,Behaviour,AntiPredator,Avoidance,settlement: number of territories,-1,-0.9754,-1.9026,-0.0482,0.2238,"Fig 2, ES calculator",,,,,,,,,,,,,
184,KJM,Szymkowiak,2019,Wood warbler,Phylloscopus sibilatrix,N,Eurasian jay,Garrulus glandarius,Bird,Field,A,breeding,among,2 months,after,blank,both,A,10,10,5,5,123,229,Behaviour,AntiPredator,Avoidance,settlement: number of territories,-1,-0.8161,-1.7284,0.0962,0.2166,"Fig 2, ES calculator",,,,,,,,,,,,,
184,KJM,Szymkowiak,2019,Wood warbler,Phylloscopus sibilatrix,N,Eurasian jay,Garrulus glandarius,Bird,Field,A,breeding,among,2 months,after,NonPred,both,A,10,10,5,5,123,229,Behaviour,AntiPredator,Avoidance,settlement: timing (date),1,1.022,0.09,1.9539,0.2261,"fig 3, es calculator",,,,,,,,,,,,,
184,KJM,Szymkowiak,2019,Wood warbler,Phylloscopus sibilatrix,N,Eurasian jay,Garrulus glandarius,Bird,Field,A,breeding,among,2 months,after,blank,both,A,10,10,5,5,123,229,Behaviour,AntiPredator,Avoidance,settlement: timing (date),1,0.8761,-0.0415,1.7939,0.2192,"fig 3, es calculator",,,,,,,,,,,,,
108,KJM,Trnka,2022,House sparrow,Passer domesticus,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,Field,V,non-breeding,within,5 minutes,during,NonPred,both,A,83,1677,83,83,128,230,Behaviour,AntiPredator,Avoidance,fligh frequency (count),1,-0.1737,-0.4786,0.1311,0.0242,"Table 3, ES calculator",,,,,,,,,,,,,
907/69,KJM,de Moraes,2019,Blue-black grassquit,Volatinia jacarina,N,aplomado falcon,Falco femoralis,Bird,Field,A,breeding,within,2 hours,after,NonPred,M,A,29,766,29,29,124,230,Behaviour,CostlyBehaviours,Courtship,courtship: duration of courtship leaps,1,0.0603,-0.0814,0.2019,0.0052,raw data from dryad,0.8888,,,1.066,0.834,,,,,,,0.405,
69,KJM,de Moraes,2020,Blue-black grassquit,Volatinia jacarina,N,guira cuckoo,Guira guira,Bird,Field,A,breeding,within,2 hours,after,NonPred,F,A,20,40,20,20,125,231,Behaviour,ParentalCare,Provisioning,latency to resume provisioning,-1,-0.53,-1.17,0.13,,direct from raw data on dryad,,,,,,,,,,,,,
69,KJM,de Moraes,2020,Blue-black grassquit,Volatinia jacarina,N,guira cuckoo,Guira guira,Bird,Field,A,breeding,within,2 hours,after,NonPred,M,A,20,40,20,20,126,231,Behaviour,ParentalCare,Provisioning,latency to resume provisioning,-1,0.05,-0.6,0.71,,direct from raw data on dryad,,,,,,,,,,,,,
69,KJM,de Moraes,2020,Blue-black grassquit,Volatinia jacarina,N,guira cuckoo,Guira guira,Bird,Field,A,breeding,within,2 hours,after,NonPred,F,A,20,40,20,20,125,231,Behaviour,ParentalCare,Provisioning,nesting visits,1,-0.1,-0.72,0.52,,direct from raw data on dryad,,,,,,,,,,,,,
69,KJM,de Moraes,2020,Blue-black grassquit,Volatinia jacarina,N,guira cuckoo,Guira guira,Bird,Field,A,breeding,within,2 hours,after,NonPred,M,A,20,40,20,20,126,231,Behaviour,ParentalCare,Provisioning,nesting visits,1,-0.3,-0.93,0.33,,direct from raw data on dryad,,,,,,,,,,,,,
69,KJM,de Moraes,2020,Blue-black grassquit,Volatinia jacarina,N,guira cuckoo,Guira guira,Bird,Field,A,breeding,within,2 hours,after,NonPred,F,A,20,40,20,20,125,231,Behaviour,ParentalCare,Provisioning,provisioning: food load,1,-0.28,-0.9,0.35,,direct from raw data on dryad,,,,,,,,,,,,,
69,KJM,de Moraes,2020,Blue-black grassquit,Volatinia jacarina,N,guira cuckoo,Guira guira,Bird,Field,A,breeding,within,2 hours,after,NonPred,M,A,20,40,20,20,126,231,Behaviour,ParentalCare,Provisioning,provisioning: food load,1,-0.37,-1,0.27,,direct from raw data on dryad,,,,,,,,,,,,,
69,KJM,de Moraes,2020,Blue-black grassquit,Volatinia jacarina,N,guira cuckoo,Guira guira,Bird,Field,A,breeding,within,2 hours,after,NonPred,F,A,20,40,20,20,125,232,Behaviour,ParentalCare,Incubation,parental care: time brooding,1,0.37,-0.26,1,,direct from raw data on dryad,,,,,,,,,,,,,
69,KJM,de Moraes,2020,Blue-black grassquit,Volatinia jacarina,N,guira cuckoo,Guira guira,Bird,Field,A,breeding,within,2 hours,after,NonPred,M,A,20,40,20,20,126,232,Behaviour,ParentalCare,Incubation,parental care: time attending to nest,1,-0.29,-0.91,0.34,,direct from raw data on dryad,,,,,,,,,,,,,
69,KJM,de Moraes,2020,Blue-black grassquit,Volatinia jacarina,N,guira cuckoo,Guira guira,Bird,Field,A,breeding,within,2 hours,after,NonPred,M,A,20,40,20,20,126,233,Behaviour,CostlyBehaviours,Courtship,courtship: displays to females,1,-0.69,-1.37,0.01,,direct from raw data on dryad,,,,,,,,,,,,,
545,KJM,Zoratto,2014,European starling,Sturnus vulgaris,N,peregrine falcon,Falco peregrinus,Bird,Lab,V,non-breeding,among,3 minutes,during,NonPred,M,A,27,27,14,13,127,234,Behaviour,AntiPredator,Vigilance,vigilance: head turning,1,0.7652,-0.0168,1.5472,0.1592,ES calculator,,,,,,,,3.947,,,0.059,,
545,KJM,Zoratto,2014,European starling,Sturnus vulgaris,N,peregrine falcon,Falco peregrinus,Bird,Lab,V,non-breeding,among,3 minutes,during,NonPred,M,A,30,30,15,15,127,235,Behaviour,CostlyBehaviours,Activity,activity: hops/min,1,-0.6375,-2.6568,-0.6182,0.2705,Fig 2 + ES calculator with subgroups,,,,,,,,,,,,,
545,KJM,Zoratto,2014,European starling,Sturnus vulgaris,N,peregrine falcon,Falco peregrinus,Bird,Lab,V,non-breeding,among,3 minutes,after,NonPred,M,A,30,30,15,15,127,235,Behaviour,CostlyBehaviours,Activity,activity: hops/min,1,-1.0901,-2.0041,-0.176,0.2175,Fig 2 + ES calculator with subgroups,,,,,,,,,,,,,
545,KJM,Zoratto,2014,European starling,Sturnus vulgaris,N,peregrine falcon,Falco peregrinus,Bird,Lab,V,non-breeding,among,3 minutes,during,NonPred,M,A,30,30,15,15,127,236,Behaviour,SelfCare,Preening,preening,1,-0.7197,-1.4582,0.0188,0.142,Fig 2 + ES calculator with subgroups,,,,,,,,,,,,,
545,KJM,Zoratto,2014,European starling,Sturnus vulgaris,N,peregrine falcon,Falco peregrinus,Bird,Lab,V,non-breeding,among,3 minutes,after,NonPred,M,A,30,30,15,15,127,236,Behaviour,SelfCare,Preening,preening,1,1.0248,0.2636,1.786,0.1508,Fig 2 + ES calculator with subgroups,,,,,,,,,,,,,
545,KJM,Zoratto,2014,European starling,Sturnus vulgaris,N,peregrine falcon,Falco peregrinus,Bird,Lab,V,non-breeding,among,3 minutes,during,NonPred,M,A,30,30,15,15,127,237,Behaviour,AntiPredator,Avoidance,antipredator response: freezing,1,0.3572,-0.3642,1.0786,0.1355,Fig 2 + ES calculator with subgroups,,,,,,,,,,,,,
545,KJM,Zoratto,2014,European starling,Sturnus vulgaris,N,peregrine falcon,Falco peregrinus,Bird,Lab,V,non-breeding,among,3 minutes,after,NonPred,M,A,30,30,15,15,127,237,Behaviour,AntiPredator,Avoidance,antipredator response: freezing,1,1.3481,0.5553,2.141,0.1636,Fig 2 + ES calculator with subgroups,,,,,,,,,,,,,
108,KJM,Trnka,2022,House sparrow,Passer domesticus,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,Field,V,non-breeding,within,5 minutes,during,NonPred,both,A,83,1677,83,83,128,238,Behaviour,Intake,Foraging,latency to resume feeding,-1,0.134,-0.1706,0.4386,0.0242,"Table 3, ES calculator",,,,,,,,,,,,,behaviour analyzed at the level of the flock. Used total number of flocks as conservative N
108,KJM,Trnka,2022,House sparrow,Passer domesticus,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,Field,V,non-breeding,within,5 minutes,during,NonPred,both,A,83,1677,83,83,128,239,Behaviour,CostlyBehaviours,Activity,proportion of flock active,1,-0.9023,-1.2217,-0.583,0.0265,"Table 3, ES calculator",,,,,,,,,,,,,
7,KJM,Mathot,2020,Red knot,Calidris canutus,N,sparrowhawk,Accipiter nisus,Bird,Lab,V,non-breeding,within,5 days each,after,blank,both,A,48,96,48,48,120,240,Physiology,Condition,Mass,body mass (g),1,-0.69205,,,,mean difference & SD computed from 95% CI in text,,,,,,,,,,,,,
7,KJM,Mathot,2020,Red knot,Calidris canutus,N,sparrowhawk,Accipiter nisus,Bird,Lab,V,non-breeding,within,5 days each,after,blank,both,A,48,96,48,48,120,241,Behaviour,Intake,Foraging,proption of time foraging,1,-0.06074,,,,mean difference & SD computed from 95% CI in text,,,,,,,,,,,,,
7,KJM,Mathot,2020,Red knot,Calidris canutus,N,sparrowhawk,Accipiter nisus,Bird,Lab,V,non-breeding,within,5 days each,after,blank,both,A,48,96,48,48,120,242,Behaviour,CostlyBehaviours,Activity,proportion of time active,1,-0.06471,,,,mean difference & SD computed from 95% CI in text,,,,,,,,,,,,,
17,KJM,Goullaud,2018,Horned lark,Eremophila alpestris,N,Red fox,Vulpes vulpes,Mammal,Field,V,breeding,among,2 days,during,NonPred,F,A,66,66,28,38,110,243,Behaviour,ParentalCare,Provisioning,provisionig: rate (vistis per 10 min),1,-1.0308,-1.5607,-0.501,0.073079,means and se from Table 2,,,,,,,,,,,,,
17,KJM,Goullaud,2018,Horned lark,Eremophila alpestris,N,Common raven,Corvus corax,Bird,Field,AV,breeding,among,2 days,during,NonPred,F,A,67,67,29,38,110,243,Behaviour,ParentalCare,Provisioning,provisionig: rate (vistis per 10 min),1,-1.3674,-1.9033,-0.8315,0.074753,means and se from Table 2,,,,,,,,,,,,,
17,KJM,Goullaud,2018,Horned lark,Eremophila alpestris,N,Red fox,Vulpes vulpes,Mammal,Field,V,breeding,among,2 days,during,NonPred,F,A,66,66,28,38,110,243,Behaviour,ParentalCare,Provisioning,"provisioning (biomass delivery, g/10 min)",1,-0.8753,-1.3967,-0.354,0.070763,means and se from Table 2,,,,,,,,,,,,,
17,KJM,Goullaud,2018,Horned lark,Eremophila alpestris,N,Common raven,Corvus corax,Bird,Field,AV,breeding,among,2 days,during,NonPred,F,A,67,67,29,38,110,243,Behaviour,ParentalCare,Provisioning,"provisioning (biomass delivery, g/10 min)",1,-0.9722,-1.4828,-0.4617,0.067852,means and se from Table 2,,,,,,,,,,,,,
17,KJM,Goullaud,2018,Horned lark,Eremophila alpestris,N,Red fox,Vulpes vulpes,Mammal,Field,V,breeding,among,2 days,during,NonPred,M,A,66,66,28,38,110,243,Behaviour,ParentalCare,Provisioning,provisionig: rate (vistis per 10 min),1,-0.9285,-1.4526,-0.4044,0.071513,means and se from Table 2,,,,,,,,,,,,,
17,KJM,Goullaud,2018,Horned lark,Eremophila alpestris,N,Common raven,Corvus corax,Bird,Field,AV,breeding,among,2 days,during,NonPred,M,A,67,67,29,38,110,243,Behaviour,ParentalCare,Provisioning,provisionig: rate (vistis per 10 min),1,-1.049,-1.5639,-0.5341,0.06901,means and se from Table 2,,,,,,,,,,,,,
17,KJM,Goullaud,2018,Horned lark,Eremophila alpestris,N,Red fox,Vulpes vulpes,Mammal,Field,V,breeding,among,2 days,during,NonPred,M,A,66,66,28,38,110,243,Behaviour,ParentalCare,Provisioning,"provisioning (biomass delivery, g/10 min)",1,-0.7721,-1.2886,-0.2556,0.069435,means and se from Table 2,,,,,,,,,,,,,
17,KJM,Goullaud,2018,Horned lark,Eremophila alpestris,N,Common raven,Corvus corax,Bird,Field,AV,breeding,among,2 days,during,NonPred,M,A,67,67,29,38,110,243,Behaviour,ParentalCare,Provisioning,"provisioning (biomass delivery, g/10 min)",1,-1.0683,-1.5843,-0.5523,0.069315,means and se from Table 2,,,,,,,,,,,,,
22,KJM,Blackwell,2021,European starling,Sturnus vulgaris,N,black rat snake,Pantherophis obsoletus,Reptile,Field,V,breeding,among,weeks,during,Blank,both,A,80,80,40,40,107,244,Behaviour,AntiPredator,Avoidance,probability of forming a nest,-1,-4.8086,-5.9745,-3.6427,0.353851,Table 1,,,,,,,,,,,,,
22,KJM,Blackwell,2021,European starling,Sturnus vulgaris,N,black rat snake,Pantherophis obsoletus,Reptile,Field,VM,breeding,among,weeks,during,Blank,both,A,80,80,40,40,107,244,Behaviour,AntiPredator,Avoidance,probability of forming a nest,-1,0,-0.5845,0.5845,0.088933,Table 1,,,,,,,,,,,,,
22,KJM,Blackwell,2021,European starling,Sturnus vulgaris,N,black rat snake,Pantherophis obsoletus,Reptile,Field,VM,breeding,among,weeks,during,disturbance,both,A,80,80,40,40,107,244,Behaviour,AntiPredator,Avoidance,probability of forming a nest,-1,3.7466,2.7969,4.6962,0.234781,Table 1,,,,,,,,,,,,,
22,KJM,Blackwell,2021,European starling,Sturnus vulgaris,N,black rat snake,Pantherophis obsoletus,Reptile,Field,V,breeding,among,weeks,during,Blank,F,A,44,44,21,23,107,245,LifeHistory,reproduction,ClutchSize,clutch size,1,0.0761,-0.5157,0.6678,0.091163,Table 2,,,,,,,,,,,,,
22,KJM,Blackwell,2021,European starling,Sturnus vulgaris,N,black rat snake,Pantherophis obsoletus,Reptile,Field,VM,breeding,among,weeks,during,Blank,F,A,45,45,22,23,107,245,LifeHistory,reproduction,ClutchSize,clutch size,1,0.032,-0.5525,0.6165,0.088944,Table 2,,,,,,,,,,,,,
22,KJM,Blackwell,2021,European starling,Sturnus vulgaris,N,black rat snake,Pantherophis obsoletus,Reptile,Field,VM,breeding,among,weeks,during,disturbance,F,A,47,47,22,25,107,245,LifeHistory,reproduction,ClutchSize,clutch size,1,0.092,-0.4813,0.6652,0.085545,Table 2,,,,,,,,,,,,,
28,KJM,Coslovsky,2012,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,Field,AV,breeding,among,10 days,during,NonPred,F,A,124,124,62,62,112,246,LifeHistory,reproduction,ClutchSize,clutch size,1,0.0458,-0.3062,0.3979,0.0323,means and sd in ESM,,,,,,,,0.065,,,0.888,,
28,KJM,Coslovsky,2012,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,Field,AV,breeding,among,10 days,during,NonPred,F,A,124,124,62,62,112,246,LifeHistory,reproduction,EggSize,egg mass,1,0.2832,-0.0705,0.637,0.0326,means and sd in ESM,,,,,,,,2.487,,,0.116,,
43,KJM,Goldberg,2020,Soras,Porzana carolina,N,Great Horned Owl,Bubo virginianus,Bird,Field,A,non-breeding,among,2 weeks,during,NonPred,both,A,10,10,5,5,109,247,Behaviour,AntiPredator,Mobbing,alarm calling: number of calls per hour,1,1.6852,0.0642,3.3062,0.684,chi-square,,,,,,,,,,,,,
47,KJM,Basso,2015,Great tit,Parus major,N,short-tailed weasel,Mustela erminea,Mammal,Field,AV,breeding,among,14 days,during,NonPred,F,A,33,33,17,16,103,248,Behaviour,ParentalCare,Incubation,parental care: incubation effort (min/day),1,0.2585,-0.427,0.944,0.122336,means and se from text,,,,,,,,0.904,,,,0.369,
47,KJM,Basso,2015,Great tit,Parus major,N,short-tailed weasel,Mustela erminea,Mammal,Field,AV,breeding,among,14 days,during,NonPred,F,A,33,33,17,16,103,248,Behaviour,ParentalCare,Incubation,parental care: incubation effort (min/night),1,0.7868,0.0783,1.4954,0.1307,F statistic and sample size from text,,,,,,,,5.103,,,,0.032,
47,KJM,Basso,2015,Great tit,Parus major,N,short-tailed weasel,Mustela erminea,Mammal,Field,AV,breeding,among,14 days,during,NonPred,M,A,33,33,17,16,103,248,Behaviour,ParentalCare,Incubation,foraging: incubation feedig of female,1,-0.1108,-0.794,0.5724,0.1215,means and se from text,,,,,,,-1.417,,,,,0.157,
47,KJM,Basso,2015,Great tit,Parus major,N,short-tailed weasel,Mustela erminea,Mammal,Field,AV,breeding,among,14 days,during,NonPred,F,A,33,33,17,16,103,249,LifeHistory,reproduction,EggSize,egg mass,1,0.3563,-0.3318,1.0444,0.123247,means and se from text,,,,,,,,0.967,,,,0.354,
47,KJM,Basso,2015,Great tit,Parus major,N,short-tailed weasel,Mustela erminea,Mammal,Field,AV,breeding,among,14 days,during,NonPred,F,A,33,33,17,16,103,249,LifeHistory,reproduction,Nestlings,brood size,1,0.1908,-0.4935,0.875,0.1219,F statistic and sample size from text,,,,,,,,0.3,,,,0.599,
60,KJM,Coslovsky,2011,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,Field,AV,breeding,among,10 days,during,NonPred,F,A,46,46,25,21,111,250,LifeHistory,reproduction,Nestlings,brood size at hatching,1,-0.0688,-0.6492,0.5115,0.0877,means and sd,,,,,,,,,,,,,
60,KJM,Coslovsky,2011,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,Field,AV,breeding,among,10 days,during,NonPred,F,A,46,46,25,21,111,251,LifeHistory,reproduction,EggSize,mean egg mass,1,-0.2866,-0.8697,0.2965,0.0885,means and sd,,,,,,,,,,,,,
